date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:38:05	58491/58491	---MCZ	200	added ('OK')	text/html	etag:W/%2261ef1f9b-e47b%22	https://broank.bss.design/WetrUpdate.html	C:/Users/dell%207280/Downloads/bna/broank.bss.design/WetrUpdate.html	(from https://broank.bss.design/Wetr.html)
18:38:06	1497/1497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22612899e8-5d9%22	https://broank.bss.design/indicator_loction.png	C:/Users/dell%207280/Downloads/bna/broank.bss.design/indicator_loction.png	(from https://broank.bss.design/Wetr.html)
18:38:06	1497/1497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22612899e8-5d9%22	https://broank.bss.design/footerImg.svg	C:/Users/dell%207280/Downloads/bna/broank.bss.design/footerImg.svg	(from https://broank.bss.design/Wetr.html)
18:38:07	334759/334759	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-51ba7%22	https://broank.bss.design/assets/img/alertHSC1.png?h=2a575900ff785b694cd68bba772af27b	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/alertHSC1eab8.png	(from https://broank.bss.design/HSC.html)
18:38:07	121299/121299	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-1d9d3%22	https://broank.bss.design/assets/img/HSClayoutbuild.png?h=24be97b660cc60dd6f11a3de24b9f9fa	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/HSClayoutbuild4aaf.png	(from https://broank.bss.design/HSC.html)
18:38:08	252312/252312	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-3d998%22	https://broank.bss.design/assets/img/HSCmaskcard.png?h=9701b7c376d668f0fc56cc10906fa7c1	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/HSCmaskcarde32d.png	(from https://broank.bss.design/HSC.html)
18:38:09	331347/331347	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-50e53%22	https://broank.bss.design/assets/img/alertHSC2.png?h=1415646f6012bf773f3d6513f9522da4	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/alertHSC2e67a.png	(from https://broank.bss.design/HSC.html)
18:38:09	303555/303555	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-4a1c3%22	https://broank.bss.design/assets/img/HSCmasknonotch.png?h=7e85bb3462cec90e99b72fc8fccf6f70	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/HSCmasknonotchcd93.png	(from https://broank.bss.design/HSC.html)
18:38:09	283214/283214	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-4524e%22	https://broank.bss.design/assets/img/HSCmaskcarddock.png?h=8f8afb6a79aaa2a617aafb55b40e68c2	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/HSCmaskcarddockf748.png	(from https://broank.bss.design/HSC.html)
18:38:11	1979523/1979523	---M--	200	added ('OK')	image/png	etag:%2261ef1f9b-1e3483%22	https://broank.bss.design/assets/img/WetrThemes.png?h=4ae954553c72f0835ad54fc643933f94	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/WetrThemesd871.png	(from https://broank.bss.design/Wetr.html)
18:38:12	75006/75006	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-124fe%22	https://broank.bss.design/assets/img/WetrAuto2.png?h=f870ef20ffd710f195f787a99e9ad1e1	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/WetrAuto292c9.png	(from https://broank.bss.design/WetrAutomation.html)
18:38:12	24461/24461	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-5f8d%22	https://broank.bss.design/assets/img/WetrAuto3.png?h=2378bdebd3b6b42aae9deeafcd521622	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/WetrAuto3c864.png	(from https://broank.bss.design/WetrAutomation.html)
18:38:14	61452/61452	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-f00c%22	https://broank.bss.design/assets/img/WetrAuto5.png?h=a0da87296901f61280a1c58e8d181c29	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/WetrAuto559a6.png	(from https://broank.bss.design/WetrAutomation.html)
18:38:14	87455/87455	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-1559f%22	https://broank.bss.design/assets/img/WetrAuto4.png?h=0577b2562627b2ea7e2be2c05d4a2928	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/WetrAuto49591.png	(from https://broank.bss.design/WetrAutomation.html)
18:38:14	315775/315775	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-4d17f%22	https://broank.bss.design/assets/img/WetrAuto1.png?h=9b2a247af616f4508bc76309d3bee5f7	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/WetrAuto1169e.png	(from https://broank.bss.design/WetrAutomation.html)
18:38:14	126946/126946	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-1efe2%22	https://broank.bss.design/assets/img/WetrAuto6.png?h=a0da87296901f61280a1c58e8d181c29	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/WetrAuto659a6.png	(from https://broank.bss.design/WetrAutomation.html)
18:38:14	51441/51441	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-c8f1%22	https://broank.bss.design/assets/img/WetrAuto7.png?h=e388691af19c3988e6a6b0fa721bb377	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/WetrAuto7f1f2.png	(from https://broank.bss.design/WetrAutomation.html)
18:38:15	54264/54264	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-d3f8%22	https://broank.bss.design/assets/img/WetrAuto8.png?h=39048af7831d572d613140a1f31055d5	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/WetrAuto89cbc.png	(from https://broank.bss.design/WetrAutomation.html)
18:38:15	55090/55090	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-d732%22	https://broank.bss.design/assets/img/WetrAuto9.png?h=1e68165c4d58a15fbbcbccedf261d9d1	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/WetrAuto9bd8a.png	(from https://broank.bss.design/WetrAutomation.html)
18:38:16	159013/159013	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-26d25%22	https://broank.bss.design/assets/img/WetrAuto10.png?h=1e68165c4d58a15fbbcbccedf261d9d1	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/WetrAuto10bd8a.png	(from https://broank.bss.design/WetrAutomation.html)
18:38:17	623665/623665	---M--	200	added ('OK')	image/png	etag:%2261ef1f9a-98431%22	https://broank.bss.design/assets/img/WetrAutoMulti.png?h=8e18b143dae9b1c4372dbecdd81f6653	C:/Users/dell%207280/Downloads/bna/broank.bss.design/assets/img/WetrAutoMulti8f52.png	(from https://broank.bss.design/WetrAutomation.html)
